,DATASET,SERIES_CODE,OBS_MEASURE,COUNTRY,SECTOR,GFS_GRP,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
62,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G112_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Taxes on payroll and workforce, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G1111_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Taxes on income, profits, and capital gains, payable by individuals, T",Percent of GDP,Annual,Units,0.0137048061344324,0.0034933625529267,-0.0136556958568178,0.0,0.0117601884632982,0.0022330654296875,-0.9711294433882308,-0.1273290331470977,-0.1450843487939548,-0.1278315532036413,-0.2167955154265125,-0.0610353535961721,0.181471119699613,1.055773930562851,
64,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G114_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Taxes on goods and services, Transactions",Percent of GDP,Annual,Units,0.4530335122491731,0.4918804658415453,0.5024095681357456,0.5332097205828558,0.5640827742874382,0.5670478272752117,0.5303692122797781,0.4737962788278665,0.5333443064600653,0.4510887315328825,0.4061154460789192,0.3862874202821439,0.3817348472905267,0.3340691846984522,
65,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G13_IO_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Grants receivable, International Organizations, Transactions",Percent of GDP,Annual,Units,0.0012092476000969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.888457838976582e-06,0.0,0.0,0.0,0.0,0.0,
67,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G13_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Grants receivable, Transactions",Percent of GDP,Annual,Units,0.0054322636591528,0.0059981826602712,0.0054860510829675,0.0057343678496268,0.0063589962020374,0.0037354468433998,0.0043733282282809,0.0040740155312281,0.0034880019751628,0.0059521888952981,0.0034752067808912,0.0046657313245647,0.0031403204534181,0.0027221510259922,
71,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G111_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Taxes on income, profits, and capital gains, Transactions",Percent of GDP,Annual,Units,12.4342065786832,12.8216923455088,12.8229981499185,13.1250345266077,13.5899138534341,13.7265086725897,13.961944883458,14.0148926899677,13.7742760716061,13.7360380873068,12.898416892972,14.7028747991971,14.9128429994414,,
73,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G1_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Revenue, Transactions",Percent of GDP,Annual,Units,9.957248915623822,10.84555657231137,10.98259376951449,12.27882238121402,12.39062194299507,12.49033561082263,12.0341070678387,12.66502669270501,10.96379037616443,10.75367914772417,10.99202425760831,12.2971102574091,13.44041773529333,11.0967793951998,
75,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G13C_S13U_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Current grants receivable, Other general government, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G1112_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Taxes on income, profits, and capital gains, payable by corporations a",Percent of GDP,Annual,Units,4.96711008865933,5.26725222669172,5.06497719439573,5.08785049034142,5.02827709518701,4.92085543893256,5.01312368837822,4.8993802375017,4.56653313451192,4.32893534046164,4.12605651002654,5.75576436608381,5.83117358731517,,
81,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G111_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Taxes on income, profits, and capital gains, Transactions",Percent of GDP,Annual,Units,0.5387198058432053,0.5067039207721343,0.5302227713867653,0.4611862260526894,0.5167664685969411,0.5852543846787646,-0.4104100346378842,0.6365504390234682,0.7495817681542536,0.8625322610131388,0.7353248590206345,0.86881951402557,1.318428219093867,2.667652645934745,
82,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G122_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Other social contributions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G13_S13U_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Grants receivable, Other general government, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
85,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G11412_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Sales taxes, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
86,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G112_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Taxes on payroll and workforce, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G1221_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Other social contributions: employee contributions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G1_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Revenue, Transactions",Percent of GDP,Annual,Units,18.33098436987014,22.33572841042472,20.55196909995015,18.68557787778184,19.35606808079548,16.78637103898619,15.14131270007631,16.37244731381938,19.27715745631658,19.02525708225068,19.07902153716564,19.15914185161937,21.41573338620826,20.87539957986925,
90,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G26FGR_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Grants receivable from foreign governments, Transactions",Percent of GDP,Annual,Units,0.0608267824596898,0.0638113427784459,0.056913206392187,0.044516761829443,0.0471860815334675,0.0552357426002529,0.0377938376680173,0.0280833449791471,0.0271289486755084,0.0309250976700057,0.0277462707546767,0.0255027469440886,0.0140462473839678,,
93,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G1222_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Other social contributions: employer contributions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G13_IO_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Grants receivable, International Organizations, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
109,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G115_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Taxes on international trade and transactions, Transactions",Percent of GDP,Annual,Units,0.870063223691043,1.01126840036653,1.08310836783219,1.13177323818263,0.975649192309766,1.03662680153711,0.950514689247671,0.983409410945945,1.03898809792903,0.981713605850825,0.831569974984741,0.948782134365216,1.13316985814904,,
110,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G11_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Taxes, Transactions",Percent of GDP,Annual,Units,8.563219754169303,9.53893289785557,9.763929383319132,10.46023041140239,10.8997562204948,11.182839573654,10.85452249147828,11.50388790593562,9.929534614365195,9.884792809648108,10.15341251397564,11.3946765732697,12.59890029184563,10.64590662762247,
111,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G116_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Other taxes, Transactions",Percent of GDP,Annual,Units,0.000646896698632975,0.000176364021007218,0.00049628921975614,0.000324723527521751,-0.000381534560447309,-9.16115321391438e-06,0.00025394825860821,-0.000469600151116805,-0.000160416172837434,0.000178433563067101,0.00020834212713637,-0.000162009866018896,6.1751342299598e-05,,
116,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G1111_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Taxes on income, profits, and capital gains, payable by individuals, T",Percent of GDP,Annual,Units,7.4670964900239,7.55444011881708,7.75802095552275,8.03718403626632,8.56163675824705,8.80565323365717,8.94882119507979,9.11551245246605,9.20774293709415,9.40710274684519,8.77236038294548,8.94711043311333,9.08166941212618,,
117,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G1131_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Recurrent taxes on immovable property, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G13FG_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Grants receivable from foreign governments: current grants, Transactio",Percent of GDP,Annual,Units,0.0054322636591528,0.0059981826602712,0.0054860510829675,0.0057343678496268,0.0063589962020374,0.0037354468433998,0.0043733282282809,0.0040740155312281,0.0034880019751628,0.0059521888952981,0.0034752067808912,0.0046657313245647,0.0031403204534181,0.0027221510259922,
119,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G11452_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,Other taxes on use of goods and on permission to use goods or perform ,Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
120,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G1141_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"General taxes on goods and services, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
125,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G12_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Social contributions, Transactions",Percent of GDP,Annual,Units,0.2061767158165354,-0.0192966693399762,-0.0187949362330395,-0.0100019591508753,0.0016497017659613,0.0023538053582037,0.0028581078293653,0.001132365293117,0.0010860601474551,-0.001055576937755,0.0005480310632552222,0.0006208857618145667,8.376888805583952e-06,-0.1547845557730476,
127,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1131_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Recurrent taxes on immovable property, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
128,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1113_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Other taxes on income, profits, and capital gains, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
129,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G111_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Taxes on income, profits, and capital gains, Transactions",Percent of GDP,Annual,Units,2.03560123163929,2.39736182133604,2.66860910307391,2.869489888927,2.81533681076308,2.68654379839269,2.60135866427348,2.32646734102791,2.6732409649315,2.63285583783418,2.75322958250704,2.884004962108,,,
130,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1411_S1W_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Interest (before FISIM allocation), receivable, Financial corporations",Percent of GDP,Annual,Units,,0.0209045620753573,0.0173473565301117,0.0248064262998664,0.0221928764885303,0.0268352955286646,0.0619206230703546,0.100026551063424,0.0885090787258368,0.0595877016335206,0.0,0.0,,,
131,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13KFG_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Grants receivable from foreign governments: capital grants, Transactio",Percent of GDP,Annual,Units,0.0,0.0825099625606882,0.120616487428023,0.110494984165791,0.0860066992420188,0.0443659469553481,0.0473205134368041,0.0658087795044011,0.0539142521087714,0.0523618871544521,0.0678997554294616,0.0,,,
132,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G26FGR_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Grants receivable from foreign governments, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
134,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Grants receivable, Transactions",Percent of GDP,Annual,Units,0.404586184971337,0.267494317715276,0.340431802760414,0.573737333634048,0.436926535178463,0.159268801694575,0.125226236777884,0.0660081908461691,0.0720854786154604,0.0671386393149377,0.0919910267187728,0.0764950667036824,,,
135,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G11414_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Taxes on financial and capital transactions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
136,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1411_S13U_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Interest (before FISIM allocation), receivable, Other general governme",Percent of GDP,Annual,Units,,0.0410513405999025,0.026866842809542,0.0263236210626335,0.0279799927720585,0.0248027084272605,0.0,0.0,0.0,0.0,0.0,0.0,,,
137,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13FG_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Grants receivable from foreign governments: current grants, Transactio",Percent of GDP,Annual,Units,0.404586184971337,0.101988493919388,0.141546089666074,0.21577862535315,0.282235041465403,0.0540176020327718,0.0779057233410799,0.0,0.018171226506689,0.0024418128098347,0.0,0.0,,,
138,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1132_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Recurrent taxes on net wealth, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51836047031519e-05,0.0,0.0,0.0,0.0,,,
139,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G114_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Taxes on goods and services, Transactions",Percent of GDP,Annual,Units,3.01824460681344,3.32248123230019,3.341338736396,3.355362545324,3.18978987766679,3.12969640761836,3.33344163190677,4.70038091615239,5.11779926158008,5.05406546904523,4.32445876228821,4.83831563542807,,,
140,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1221_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Other social contributions: employee contributions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
141,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G14_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Other revenue, Transactions",Percent of GDP,Annual,Units,1.90914459699573,1.77673272559238,2.12066766236671,2.19799900443998,2.23150787125214,1.34613539946043,1.44454523457327,1.26357199159395,1.14112316433687,1.41291191355383,1.89737652867538,2.21066185254046,,,
143,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1222_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Other social contributions: employer contributions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
144,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G13_S13U_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Grants receivable, Other general government, Transactions",Percent of GDP,Annual,Units,0.0207587504683315,0.0838407012702415,0.1146784781094056,0.1541397814347224,0.0954693067315036,0.3097871439323743,0.136755846016036,0.0466436507613839,0.0629202399257065,0.107281103313466,0.1370569957228776,0.2058424112834343,0.1103455343556476,0.2569604051650533,
145,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G115_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Taxes on international trade and transactions, Transactions",Percent of GDP,Annual,Units,6.375757971511336,7.631666373362838,7.389493483810292,6.815444575917686,6.841061250214982,4.074784826598221,3.077265248431591,2.81425766366865,3.562858826497954,2.763085308516674,1.738610899719223,2.550801252339102,2.213666325746624,1.5360342307626,
146,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G11413_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Turnover and other general taxes on goods and services, Transactions",Percent of GDP,Annual,Units,0.0,0.0166548595108605,0.0164546381552761,0.0179911440532638,0.0188758526619246,0.0167323942398289,0.0,0.000331508702685484,0.000565656852912777,0.000155493603892886,0.00013360919616765,8.37612585019365e-05,,,
147,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1133_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Tax, property, estate, inheritance, and gift taxes, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
148,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G114_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Taxes on goods and services, Transactions",Percent of GDP,Annual,Units,8.41968530274933,8.12522997791576,8.51856094767026,8.61202422186319,8.86736098053126,9.00437601238212,8.72921065153175,8.58196921312977,8.82166349652809,8.97437048080435,8.40220693428071,9.13313516393488,8.99481481089508,,
149,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13_IO_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Grants receivable, International Organizations, Transactions",Percent of GDP,Annual,Units,0.0,0.0829958612352003,0.0782692256663167,0.247463724115106,0.0686847944710415,0.0608852527064547,0.0,0.000199411341768062,0.0,0.0123349393506508,0.0240912712893112,0.0764950667036824,,,
150,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G26FGR_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Grants receivable from foreign governments, Transactions",Percent of GDP,Annual,Units,0.404586184971337,0.184498456480076,0.262162577094097,0.326273609518942,0.368241740707421,0.09838354898812,0.125226236777884,0.0658087795044011,0.0720854786154604,0.0548036999642869,0.0678997554294616,0.0,,,
151,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13C_IO_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Current grants receivable, International Organizations, Transactions",Percent of GDP,Annual,Units,0.0,0.0461396278431078,0.0473368182834788,0.132973488210087,0.0405046043892776,0.0359050804913728,0.0,0.0,0.0,0.0031740632389427,0.0,0.0,,,
152,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G11452_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,Other taxes on use of goods and on permission to use goods or perform ,Percent of GDP,Annual,Units,0.0,0.0101241629439913,0.0144739784913628,0.0166899764722211,0.0188088721493838,0.0231369238017995,0.0,0.0097038417657844,0.0,0.0,0.0,0.0048810097383048,,,
153,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1141_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"General taxes on goods and services, Transactions",Percent of GDP,Annual,Units,2.89364722990872,3.19009076805621,3.21434149226121,3.22492633389695,3.05720046463637,2.9936113696101,3.14946870893539,4.48326802190124,4.90088207809797,4.84770571220901,4.14622044407608,4.68642223700055,,,
154,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1156_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Other taxes on international trade and transactions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53984528516207e-07,0.0,0.0,,,
155,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1411_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Interest (before FISIM allocation), receivable, Transactions",Percent of GDP,Annual,Units,0.0623692242144488,0.0619559026752598,0.0442141993396538,0.0511300473624999,0.0501728692605887,0.0516380039559251,0.0619206230703546,0.100026551063424,0.0885090787258368,0.0595877016335206,0.0698411043508265,0.26654744054191,,,
156,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13_S13U_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Grants receivable, Other general government, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
157,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13C_S13U_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Current grants receivable, Other general government, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
158,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13K_IO_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Capital grants receivable, International Organizations, Transactions",Percent of GDP,Annual,Units,0.0,0.0368562333920925,0.0309324073828378,0.114490235905019,0.0281801900817639,0.0249801722150819,0.0,0.000199411341768062,0.0,0.009160876111708,0.0240912712893112,0.0764950667036824,,,
159,IMF.STA:GFS_SOO(12.0.0),USA.S1311B.G1.G1411_S1W_T.POGDP_PT.A,OBS_VALUE,United States,Budgetary central government,Revenue,"Interest (before FISIM allocation), receivable, Financial corporations",Percent of GDP,Annual,Units,0.1848697336529564,0.1556380000288467,0.1205676158718342,0.1261015925014847,0.1268141837929933,0.1357064771795573,0.1333636445819972,0.1297081903518746,0.1398831604057314,0.1455698068358947,0.0606093670426674,0.0502466621694236,0.0419434842291853,0.0553106024463645,
161,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G112_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Taxes on payroll and workforce, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
162,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1152_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Taxes on exports, Transactions",Percent of GDP,Annual,Units,0.0,0.00013648839171688,0.0063741229184119,0.0024947386121146,0.000249316352235333,0.000257949223190203,0.0017312382964684,0.001095244019254,0.0015054559447513,0.0045057196033485,0.0028251408992935,1.94479688423598e-05,,,
164,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G11412_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Sales taxes, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
165,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G12_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Social contributions, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
167,IMF.STA:GFS_SOO(12.0.0),RUS.S1311B.G1.G114_T.POGDP_PT.A,OBS_VALUE,Russian Federation,Budgetary central government,Revenue,"Taxes on goods and services, Transactions",Percent of GDP,Annual,Units,5.264056344488844,5.816282300025247,5.831716308057815,5.656861472084785,5.897245802536643,5.981941481999404,6.51460653117468,6.837346853310373,7.156234210064695,7.312782482013726,8.325168676762557,8.186849405351634,7.438238439260349,8.168238094602984,
168,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1112_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Taxes on income, profits, and capital gains, payable by corporations a",Percent of GDP,Annual,Units,0.949710239766421,1.3727587514173,1.7693981448137,2.00310578692614,2.00837122445735,1.8274666707833,1.74970483829744,1.42600872530905,1.73280200988144,1.69478633965838,1.93420813041893,1.93308891075316,,,
169,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G1411_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Interest (before FISIM allocation), receivable, Transactions",Percent of GDP,Annual,Units,0.0826062764554935,0.0889400384127426,0.0904296602352242,0.0668123278681787,0.108045336709667,0.100895721649939,0.0836695966534687,0.0686162052648276,0.127415773075353,0.135279001272309,0.119767352830671,0.0887169126602205,0.129546578128701,,
170,IMF.STA:GFS_SOO(12.0.0),ZAF.S1311B.G1.G11_T.POGDP_PT.A,OBS_VALUE,South Africa,Budgetary central government,Revenue,"Taxes, Transactions",Percent of GDP,Annual,Units,22.0354806517341,22.2971345657173,22.7749173050036,23.223024919933,23.8120343359687,24.1596759292643,24.0036074928749,23.9546695766459,24.00978226843,24.0675114001991,22.4048266443687,25.1568788159358,25.422232270973,,
171,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G13K_S13U_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Capital grants receivable, Other general government, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
172,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G113_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Taxes on property, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0424407057460935,0.0614935207184597,0.0262951498259183,0.0243333010626969,0.0302795654307297,,,
173,IMF.STA:GFS_SOO(12.0.0),BGD.S1311B.G1.G1155_T.POGDP_PT.A,OBS_VALUE,Bangladesh,Budgetary central government,Revenue,"Exchange taxes, Transactions",Percent of GDP,Annual,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
